admissionRate,mathSat,englishSat,overallCost,graduateCount,femaleProportion,entryAge,dependentProportion,povertyRate,firstGenerationProportion,asianPreportion,blackPreportion,whitePreportion,hispanicPreportion,nativePreportion,endowment,facultySalary,studentExpendature,studentRevenue,studentCount,medianIncome,housingCost,tuitionCost,overallPrice,pellGrantReceivers,federalLoanReceivers,debtAmount,lenders,sixYearEarnings,schoolName,id
0.9843,550.0,500.0,21620.0,5105.0,0.5622,25.0,0.5060552616,7.1100001335144,0.391093011,0.1112,0.0293,0.665,0.077,0.0061,105614058.0,10304.0,9642.0,10003.0,15674.0,62889.0,13500.0,29286.0,13334.0,0.6739564962,0.3637,20500.0,0.8105820106,44981.0,Portland State University,
,,,,1560.0,0.8678,37.0,,,0.5085227273,0.0,0.0526,0.7368,0.0,0.0,,7709.0,3245.0,12416.0,953.0,,,,,0.4461152882,0.187,12545.0,0.9122807018,82189.0,American Sentinel College of Nursing and Health Sciences,
0.6786,645.0,525.0,69670.0,1462.0,0.7222,20.0,0.9264150943,8.23999977111816,0.1925777332,0.0533,0.0592,0.7456,0.0769,0.0,276660449.0,11643.0,17600.0,33390.0,3869.0,75295.0,14668.0,55590.0,45816.0,0.4396226415,0.3293,26000.0,0.9566037736,42375.0,Pratt Institute-Main,
0.7098,560.0,500.0,54590.0,240.0,0.5016,19.0,0.9692671395,8.14000034332275,0.1975609756,0.0476,0.0476,0.8857,0.0,0.0,110849891.0,8140.0,10884.0,18120.0,931.0,62666.0,11100.0,41080.0,21962.0,0.5437352246,0.7719,26000.0,0.8581560284,43373.0,Presbyterian College,
0.9932,,505.0,44892.0,659.0,0.6554,27.0,0.4541062802,8.47999954223632,0.2319587629,0.0,0.0408,0.6939,0.0408,0.0408,2422635.0,5070.0,6227.0,13202.0,383.0,62739.0,9520.0,34701.0,14226.0,0.7053140097,0.5355,16300.0,0.8937198068,34529.0,Prescott College,
0.9373,485.0,415.0,35400.0,24.0,0.5832,26.0,0.5270935961,9.88000011444091,0.3462962963,0.0,0.0,1.0,0.0,0.0,14168358.0,5074.0,6803.0,14268.0,547.0,47349.0,10430.0,22006.0,28112.0,0.5582922824,0.6756,25000.0,0.9589490969,51793.0,Presentation College,
0.0438,770.0,750.0,68044.0,3157.0,0.499,19.0,,6.76999998092651,0.2773972603,0.1074,0.0427,0.6571,0.0467,0.0,37026442000.0,21673.0,70945.0,13290.0,5236.0,81428.0,18180.0,56010.0,11080.0,0.8138041734,0.0189,10320.0,0.2407704655,88273.0,Princeton University,
0.8406,555.0,514.0,,,0.4686,,,,,0.0,0.0317,0.5079,0.0,0.0,484830532.0,8112.0,37206.0,8606.0,318.0,,12270.0,30820.0,,,0.0,,,,Principia College,
0.825,,,47263.0,,0.3902,20.0,,,0.3025210084,0.1429,0.0,0.8571,0.0,0.0,25322.0,6646.0,7230.0,27492.0,123.0,,10838.0,33396.0,22004.0,0.5954198473,0.7107,25000.0,,,Providence Christian College,
0.5798,605.0,,70462.0,492.0,0.5487,20.0,0.9423676012,4.88999986648559,0.1464401294,0.0543,0.0511,0.7859,0.0575,0.0032,320617453.0,11080.0,13015.0,30400.0,4141.0,83293.0,16060.0,55988.0,36611.0,0.2663551402,0.4919,27000.0,0.9750778816,62560.0,Providence College,
0.6881,670.0,570.0,22590.0,12538.0,0.4217,19.0,0.9561334384,5.23999977111816,0.1853810686,0.1609,0.032,0.5428,0.043,0.0021,3596142678.0,12911.0,17569.0,17037.0,37658.0,68624.0,10030.0,28794.0,9127.0,0.4183083793,0.2647,19500.0,0.7990543735,57836.0,Purdue University-Main Campus,
0.832,550.0,465.0,18756.0,530.0,0.4923,21.0,0.8144645341,5.69000005722045,0.3519736842,0.1392,0.0258,0.7294,0.0387,0.0077,79529663.0,6259.0,9268.0,8010.0,5708.0,61940.0,9842.0,21265.0,10455.0,0.6150208623,0.3289,21500.0,0.7607788595,38842.0,Purdue University Fort Wayne,
0.7636,540.0,,15347.0,750.0,0.5686,25.0,0.6032443393,8.88000011444091,0.430293896,0.1661,0.045,0.6332,0.0415,0.0,54289997.0,9035.0,8894.0,8057.0,6396.0,61126.0,7985.0,14948.0,9477.0,0.6106792835,0.3167,21229.0,0.7614058804,42371.0,Purdue University Northwest,
0.692,574.0,,51239.0,623.0,0.6439,23.0,0.6951566952,6.42000007629394,0.2190332326,0.0236,0.063,0.8583,0.0157,0.0079,185228576.0,7925.0,8969.0,14768.0,1418.0,69597.0,13262.0,38726.0,28764.0,0.4145299145,0.5377,25000.0,0.9287749288,43145.0,Queens University of Charlotte,
0.598,580.0,,43004.0,133.0,0.4938,21.0,0.8482972136,7.63000011444091,0.3300492611,0.0577,0.0385,0.8269,0.0192,0.0,21500083.0,5875.0,6207.0,8330.0,966.0,58100.0,11050.0,31160.0,16178.0,0.5588235294,0.5293,24000.0,0.9566563467,40092.0,Quincy University,
0.8812,,540.0,67592.0,2919.0,0.6247,20.0,0.9344709898,4.05999994277954,0.1993603412,0.0842,0.0408,0.8112,0.0408,0.0051,824411508.0,11292.0,14938.0,26605.0,6243.0,87986.0,15690.0,51270.0,36964.0,0.2627986348,0.5705,26000.0,0.9757679181,65742.0,Quinnipiac University,
0.9531,535.0,,25021.0,2485.0,0.6126,20.0,0.8964640041,6.23999977111816,0.3143638851,0.0736,0.0368,0.8425,0.0184,0.002,72833373.0,8887.0,11883.0,8196.0,6437.0,67375.0,10330.0,23624.0,16605.0,0.537522259,0.6183,24000.0,0.9384380565,44264.0,Radford University,
0.701,595.0,,23579.0,587.0,0.5765,21.0,0.8560606061,4.69000005722045,0.3128865979,0.1594,0.0821,0.6473,0.0725,0.0,,11250.0,10875.0,9527.0,4859.0,88597.0,14478.0,24694.0,15232.0,0.4441287879,0.4477,21000.0,0.9398674242,52446.0,Ramapo College of New Jersey,
0.938,495.0,495.0,40972.0,68.0,0.6189,20.0,0.895480226,6.8600001335144,0.2626865672,0.1,0.0167,0.8333,0.0167,0.0,200537000.0,8190.0,17660.0,14797.0,475.0,68832.0,11000.0,26890.0,21985.0,0.5084745763,0.9449,26950.0,0.9435028249,39553.0,Randolph College,
0.8382,,530.0,57343.0,,0.5436,19.0,0.961102107,4.69999980926513,0.2254237288,0.0407,0.0488,0.878,0.0163,0.0,224352996.0,8506.0,11100.0,18056.0,1490.0,76295.0,13130.0,45150.0,25969.0,0.3695299838,0.5875,27000.0,0.9529983793,47181.0,Randolph-Macon College,
0.4381,,685.0,77309.0,18.0,0.5838,19.0,,7.17000007629394,,0.0833,0.0365,0.6875,0.0417,0.0,747245126.0,10099.0,27013.0,36939.0,1521.0,71777.0,15640.0,62730.0,33895.0,0.3152173913,0.3836,21500.0,0.9483695652,41026.0,Reed College,
0.4071,535.0,,30130.0,5823.0,0.6168,33.0,0.2170278638,7.78999996185302,0.4198855508,0.0301,0.1203,0.7895,0.0301,0.015,95884000.0,8376.0,3606.0,14205.0,4246.0,64029.0,7004.0,18820.0,17120.0,0.7408668731,0.5872,24534.0,0.8421052632,37590.0,Regent University,
0.8906,,,56979.0,2328.0,0.8165,22.0,0.762195122,8.61999988555908,0.3487972509,0.0388,0.0853,0.7442,0.0465,0.0,48382350.0,8366.0,8498.0,21605.0,1237.0,71565.0,16587.0,44809.0,29424.0,0.4557926829,0.6476,25500.0,0.9664634146,48633.0,Regis College,
0.8137,570.0,525.0,51079.0,2821.0,0.6338,27.0,0.4144144144,5.48000001907348,0.36,0.0365,0.0334,0.845,0.0638,0.0,87776856.0,7471.0,8320.0,17297.0,2616.0,74280.0,12962.0,39610.0,23916.0,0.4589295178,0.4395,25000.0,0.8892421834,60613.0,Regis University,
0.704,,465.0,41522.0,119.0,0.4795,23.0,0.6910755149,5.38999986648559,0.365456821,0.0141,0.0563,0.8592,0.0563,0.0,46691079.0,5840.0,7709.0,12580.0,1051.0,75577.0,11440.0,26180.0,23843.0,0.6041189931,0.5889,23900.0,0.909610984,37952.0,Reinhardt University,
,,,,3031.0,0.8294,,,,,0.0727,0.3182,0.4,0.1,0.0,,9175.0,5721.0,8821.0,170.0,,,,,,0.027,,,,Relay Graduate School of Education,
0.5302,740.0,,75824.0,1160.0,0.3096,19.0,0.9754807692,5.8600001335144,0.1374501992,0.3191,0.035,0.6051,0.0409,0.0,1065591000.0,13262.0,17153.0,30746.0,5579.0,74851.0,16379.0,58526.0,31456.0,0.3230769231,0.4496,23750.0,0.9682692308,83825.0,Rensselaer Polytechnic Institute,
,,,,130.0,0.8571,26.0,0.5302013423,5.86999988555908,,0.027,0.027,0.8649,0.0541,0.027,,7288.0,8463.0,25844.0,259.0,65716.0,,,,0.1744966443,0.4387,13930.0,,72112.0,Research College of Nursing,
0.8483,,450.0,16272.0,1079.0,0.6886,22.0,0.7607343796,8.67000007629394,0.4470872113,0.0943,0.0269,0.8148,0.037,0.0034,44471044.0,11097.0,10706.0,8476.0,5128.0,61569.0,13162.0,25900.0,10986.0,0.6431744152,0.5045,20500.0,0.8507551081,41889.0,Rhode Island College,
0.1868,725.0,635.0,75520.0,532.0,0.6654,19.0,0.9509345794,6.71000003814697,0.1055155875,0.07,0.105,0.635,0.04,0.005,442909393.0,10505.0,20946.0,43760.0,2044.0,80568.0,14790.0,56290.0,44371.0,0.3761682243,0.3623,27000.0,0.9392523364,49482.0,Rhode Island School of Design,
0.5688,705.0,,65940.0,23.0,0.5845,19.0,,7.13000011444091,0.1277890467,0.0588,0.0802,0.7112,0.0374,0.0,431792843.0,8795.0,15138.0,15787.0,1983.0,73395.0,11934.0,50910.0,27647.0,0.2922465209,0.2592,21761.0,0.9284294235,55957.0,Rhodes College,
,,,,315.0,,,,,,0.0,0.0769,0.8462,0.0,0.0,2133588.0,5844.0,7694.0,16781.0,,,,,,,,,,,Richmont Graduate University,
0.8195,575.0,495.0,58498.0,982.0,0.5813,20.0,0.9022099448,4.44999980926513,0.294011976,0.1243,0.0541,0.7405,0.0324,0.0,82074000.0,11180.0,13607.0,20221.0,3174.0,85423.0,16610.0,35850.0,22316.0,0.453038674,0.6168,26130.0,0.9502762431,50668.0,Rider University,
0.6873,,,68123.0,,0.7176,20.0,0.8996212121,5.92999982833862,0.1683168317,0.0169,0.0085,0.8983,0.0424,0.0085,63982310.0,8913.0,19413.0,39190.0,1661.0,70285.0,16000.0,51170.0,50747.0,0.5492424242,0.6102,27000.0,0.9242424242,38594.0,Ringling College of Art and Design,
0.7977,520.0,,58042.0,,0.4949,19.0,,4.55999994277954,0.2808022923,0.0,0.04,0.88,0.02,0.0,117532116.0,7584.0,11051.0,13178.0,790.0,66802.0,9090.0,48100.0,18114.0,0.4617414248,0.7623,27000.0,0.9577836412,38862.0,Ripon College,
0.8368,,,47773.0,970.0,0.7798,24.0,0.677002584,4.34999990463256,0.3735795455,0.0169,0.0169,0.9322,0.0,0.0,46188018.0,7312.0,8081.0,15487.0,1394.0,78345.0,14380.0,35512.0,26195.0,0.4612403101,0.7176,26956.0,0.9702842377,43508.0,Rivier University,
0.8038,565.0,539.0,63473.0,,0.54,19.0,0.9479418886,4.73999977111816,0.206590621,0.026,0.013,0.9026,0.0519,0.0,182641560.0,7734.0,9592.0,15762.0,1837.0,74630.0,14990.0,48330.0,27541.0,0.3837772397,0.6536,27000.0,0.9564164649,44540.0,Roanoke College,
0.9395,,500.0,47004.0,759.0,0.4481,21.0,0.8434970318,6.65999984741211,0.3001745201,0.1285,0.0223,0.743,0.0223,0.0,48241448.0,12823.0,10322.0,18887.0,2986.0,59274.0,12320.0,32770.0,24224.0,0.4619535888,0.5978,26950.0,0.9357798165,49836.0,Robert Morris University,
0.7136,690.0,575.0,66396.0,2790.0,0.3396,20.0,0.9378589007,6.53999996185302,0.194684529,0.1128,0.0351,0.7071,0.055,0.0057,1302873000.0,10756.0,19117.0,23283.0,13085.0,69175.0,14432.0,52756.0,30765.0,0.4622641509,0.5242,26778.0,0.9394995898,61886.0,Rochester Institute of Technology,
0.9809,,,33462.0,27.0,0.62,26.0,0.5368916797,7.15999984741211,0.4059233449,0.0,0.05,0.95,0.0,0.0,4400132.0,6224.0,7029.0,11947.0,842.0,72043.0,9106.0,25462.0,26137.0,0.6310832025,0.5257,24475.0,0.9136577708,37499.0,Rochester University,
0.6678,495.0,490.0,43892.0,244.0,0.5617,22.0,0.7491467577,6.82000017166137,0.4183864916,0.0429,0.0,0.8714,0.0571,0.0,30001378.0,6142.0,7191.0,15353.0,956.0,64497.0,10040.0,34000.0,23040.0,0.6501706485,0.634,22274.0,0.9180887372,43113.0,Rockford University,
0.6666,597.0,,53456.0,922.0,0.6601,20.0,0.8843226788,5.78000020980835,0.2060702875,0.0536,0.0119,0.8512,0.0357,0.0,47062093.0,7434.0,7398.0,16253.0,1921.0,68699.0,10030.0,40480.0,20942.0,0.3272450533,0.4057,18250.0,0.9589041096,55483.0,Rockhurst University,
0.8066,528.0,489.0,42238.0,241.0,0.4882,21.0,0.8553971487,10.9799995422363,0.3153347732,0.0,0.0,0.9375,0.0,0.0,39322643.0,6690.0,10510.0,17586.0,807.0,51454.0,8855.0,31335.0,19930.0,0.5071283096,0.6329,26000.0,0.9185336049,41343.0,Rocky Mountain College,
,,,30569.0,12.0,0.7598,25.0,0.4810495627,5.69000005722045,0.3349514563,0.0323,0.0,0.9194,0.0161,0.0161,,4556.0,4330.0,17202.0,1832.0,71949.0,,21615.0,24132.0,0.6734693878,0.6131,31000.0,0.8921282799,34667.0,Rocky Mountain College of Art and Design,
,,,,1265.0,,,,,,0.0313,0.0,0.9219,0.0313,0.0,,9190.0,6204.0,19015.0,,,,,,,,,,,Rocky Mountain University of Health Professions,
,,,,1456.0,,,,,,0.0676,0.027,0.8649,0.0405,0.0,,8972.0,19199.0,55755.0,,,,,,,,,,,Rocky Vista University,
0.9098,,,56219.0,322.0,0.4961,20.0,0.9180151025,4.21000003814697,0.1965909091,0.0564,0.041,0.759,0.0564,0.0103,77639526.0,12483.0,15533.0,20654.0,4090.0,84094.0,16012.0,39594.0,37384.0,0.2745415318,0.5647,26940.0,0.9741100324,53795.0,Roger Williams University,
,,,19741.0,128.0,0.6233,24.0,0.6037735849,9.52999973297119,0.425519955,0.0612,0.0204,0.7143,0.0102,0.1224,19156100.0,5649.0,4959.0,5482.0,2591.0,50487.0,10343.0,15960.0,13361.0,0.7312595614,0.4388,20500.0,0.7287098419,34886.0,Rogers State University,
0.4869,,,67946.0,547.0,0.5994,22.0,0.80125,6.36999988555908,0.2375328084,0.0273,0.0636,0.75,0.0727,0.0136,460276000.0,9662.0,10610.0,20478.0,2501.0,69363.0,15000.0,54740.0,23885.0,0.58,0.3022,25500.0,0.875,42072.0,Rollins College,
0.9229,485.0,530.0,45697.0,1471.0,0.6058,23.0,0.663629993,9.14999961853027,0.3683794466,0.0663,0.0608,0.5359,0.0387,0.0055,168358153.0,8310.0,11847.0,20252.0,2585.0,70632.0,14675.0,31493.0,24251.0,0.6334968465,0.5629,22000.0,0.926419061,40184.0,Roosevelt University,
,,,,2051.0,,27.0,,6.25,,0.1802,0.0407,0.7326,0.0407,0.0,100399046.0,11797.0,14358.0,35704.0,,75021.0,,,,,,,,,Rosalind Franklin University of Medicine and Science,
0.774,710.0,605.0,71664.0,20.0,0.2453,19.0,0.9806138934,5.48000001907348,0.1438016529,0.107,0.0321,0.7807,0.0267,0.0,271291363.0,11162.0,20325.0,26959.0,2075.0,67724.0,16161.0,53019.0,36277.0,0.2164781906,0.4574,25000.0,0.957996769,84392.0,Rose-Hulman Institute of Technology,
,,,,993.0,0.746,28.0,0.1807909605,,0.3375,0.1935,0.0806,0.6371,0.0726,0.0,45127120.0,10601.0,18528.0,48265.0,559.0,,,,,0.2570621469,0.6847,25000.0,,87693.0,Roseman University of Health Sciences,
0.8002,525.0,448.0,32094.0,210.0,0.5624,21.0,0.8140096618,12.9899997711181,0.3746556474,0.0769,0.0769,0.8077,0.0385,0.0,17326929.0,5812.0,6646.0,12605.0,425.0,57790.0,13130.0,20785.0,22806.0,0.6497584541,0.6563,27000.0,0.9734299517,41503.0,Rosemont College,
0.8377,585.0,515.0,31040.0,3933.0,0.4736,21.0,0.8650681711,5.76000022888183,0.3508263759,0.1107,0.0662,0.6919,0.0433,0.0036,342466607.0,9222.0,13194.0,12870.0,14925.0,76692.0,15484.0,23408.0,22978.0,0.5044663846,0.4988,20500.0,0.9000156715,50231.0,Rowan University,
,,,,2771.0,0.7542,27.0,0.3258426966,6.46000003814697,0.472972973,0.2291,0.054,0.6342,0.0614,0.0,842013000.0,11023.0,15489.0,30630.0,118.0,76900.0,,,,0.5056179775,0.4423,21988.0,,70482.0,Rush University,
0.376,,,16700.0,,0.5677,20.0,0.873381295,20.5300006866455,0.4599659284,0.0,0.7273,0.0682,0.0909,0.0,35953588.0,3915.0,5476.0,8739.0,768.0,41256.0,4300.0,9900.0,8392.0,0.9410071942,0.7319,26159.0,0.8618705036,23744.0,Rust College,
0.6612,,,63194.0,3024.0,0.6738,20.0,0.9026268116,4.69000005722045,0.22906641,0.0712,0.0399,0.7863,0.0285,0.0,245516767.0,9703.0,9442.0,23555.0,6699.0,87263.0,16868.0,45230.0,43871.0,0.2939311594,0.5777,25000.0,0.964673913,59090.0,Sacred Heart University,
0.7781,520.0,,22586.0,734.0,0.6417,21.0,0.8292606516,7.73000001907348,0.3286713287,0.1136,0.044,0.7839,0.0147,0.0,110619274.0,8302.0,7945.0,9144.0,6522.0,57827.0,11106.0,26144.0,15335.0,0.5447994987,0.5195,25000.0,0.9179197995,41216.0,Saginaw Valley State University,
0.7759,610.0,,61939.0,23.0,0.6112,19.0,0.983353151,4.32000017166137,0.130806846,0.0261,0.0065,0.8301,0.0523,0.0,219981962.0,8765.0,12724.0,17619.0,1952.0,81185.0,15500.0,43910.0,33898.0,0.1997621879,0.6771,27000.0,,58952.0,Saint Anselm College,
1.0,,,,73.0,0.8836,27.0,0.4180327869,4.90000009536743,0.4375,0.0476,0.0476,0.9048,0.0,0.0,8240598.0,7525.0,12476.0,23353.0,189.0,71060.0,,27611.0,,0.5163934426,0.7476,20000.0,,66896.0,Saint Anthony College of Nursing,
0.7476,,355.0,30917.0,22.0,0.4342,20.0,0.8803763441,11.3400001525878,0.3453689168,0.0,0.0556,0.0,0.0185,0.0,26662176.0,4791.0,1388.0,1346.0,1239.0,57856.0,8942.0,16896.0,18047.0,0.8709677419,0.6563,29669.0,0.9543010753,29066.0,Saint Augustine's University,
0.737,,404.0,46660.0,446.0,0.6468,23.0,0.6975609756,7.34999990463257,0.4707692308,0.0702,0.0702,0.6316,0.0175,0.0,23307336.0,7332.0,10693.0,18669.0,688.0,82332.0,12744.0,34876.0,21452.0,0.7512195122,0.6425,24934.0,0.9146341463,38437.0,Saint Elizabeth University,
,,,,157.0,0.8456,25.0,0.5135135135,5.80000019073486,0.3684210526,0.0,0.0,1.0,0.0,0.0,,7355.0,15865.0,16533.0,272.0,61006.0,,,,0.5189189189,0.4824,15000.0,0.9405405405,60816.0,Saint Francis Medical Center College of Nursing,
0.7334,,505.0,55004.0,482.0,0.6304,21.0,0.8257477243,7.23000001907348,0.2571428571,0.0424,0.0085,0.8814,0.0169,0.0,64341237.0,7231.0,8470.0,15202.0,1699.0,55181.0,13608.0,39502.0,29562.0,0.455136541,0.4708,27000.0,0.933680104,53986.0,Saint Francis University,
0.8058,565.0,470.0,54309.0,169.0,0.637,22.0,0.7925311203,6.07000017166137,0.3053097345,0.0484,0.0161,0.9355,0.0,0.0,18502833.0,6127.0,7497.0,13746.0,1066.0,63952.0,14936.0,39986.0,29195.0,0.4246196404,0.6117,27000.0,0.9668049793,54603.0,Saint Joseph's College of Maine,
0.8309,600.0,,63959.0,2268.0,0.5255,21.0,0.8797327394,5.80999994277954,0.1751018034,0.1034,0.0383,0.7471,0.046,0.0,378782036.0,10724.0,9972.0,23089.0,4112.0,79940.0,14840.0,47940.0,30487.0,0.2399777283,0.5017,25500.0,0.9621380846,63052.0,Saint Joseph's University,
0.7066,510.0,,38889.0,2783.0,0.6103,30.0,0.2113155242,8.88000011444091,0.4910432034,0.0508,0.1017,0.7458,0.0763,0.0,92347642.0,8112.0,4968.0,11729.0,6456.0,58178.0,14300.0,26050.0,17321.0,0.7686491935,0.4543,25278.0,0.7745715726,41433.0,Saint Leo University,
0.7005,660.0,,63757.0,4729.0,0.6147,21.0,0.8347826087,6.17999982833862,0.2236408567,0.1118,0.0475,0.6954,0.0307,0.0007,1524491919.0,10551.0,19878.0,22097.0,7277.0,72169.0,13310.0,48824.0,27544.0,0.4007905138,0.4265,25000.0,0.9213438735,57234.0,Saint Louis University,
0.7162,538.0,495.0,54082.0,258.0,0.6088,23.0,0.6377816291,7.59999990463257,0.340952381,0.0816,0.0,0.5306,0.0204,0.0102,33179590.0,6626.0,8600.0,18814.0,1347.0,61347.0,12850.0,40690.0,21312.0,0.6187175043,0.5323,22500.0,0.7798960139,52460.0,Saint Martin's University,
0.7032,513.0,450.0,43387.0,334.0,0.8253,28.0,0.4154929577,7.1100001335144,0.3964646465,0.0714,0.0179,0.8571,0.0357,0.0,12236240.0,5246.0,9225.0,13127.0,784.0,56558.0,11240.0,31425.0,15385.0,0.603286385,0.7004,19512.0,0.8873239437,36096.0,Saint Mary-of-the-Woods College,
0.8307,573.0,560.0,61344.0,125.0,1.0,19.0,,4.96999979019165,0.1979865772,0.049,0.035,0.7902,0.035,0.0,282319087.0,7506.0,11669.0,16572.0,1375.0,72879.0,13470.0,48010.0,24335.0,0.3924466338,0.6287,27000.0,0.934318555,53552.0,Saint Mary's College,
0.7008,,560.0,61577.0,966.0,0.5808,20.0,0.8962075848,6.42999982833862,0.2552083333,0.1355,0.0561,0.4626,0.0981,0.0047,215804000.0,10671.0,13122.0,23311.0,2190.0,84232.0,16300.0,51768.0,22620.0,0.4271457086,0.6495,23691.0,0.9331337325,60517.0,Saint Mary's College of California,
0.9779,,482.0,51410.0,3455.0,0.5674,25.0,0.6183510638,5.48000001907348,0.2615384615,0.0323,0.0538,0.871,0.0,0.0,80560060.0,6820.0,7389.0,14079.0,1216.0,70833.0,9920.0,39410.0,20556.0,0.5106382979,0.5749,21500.0,0.9095744681,50163.0,Saint Mary's University of Minnesota,
0.8588,,,63368.0,152.0,0.5322,19.0,0.9848484848,4.76000022888183,0.1171875,0.0091,0.0091,0.8636,0.0091,0.0,103032651.0,8230.0,8459.0,22725.0,1415.0,75427.0,14280.0,48690.0,26403.0,0.25,0.512,26922.0,0.9787878788,44204.0,Saint Michael's College,
0.9284,525.0,450.0,46773.0,875.0,0.6227,21.0,0.8288808664,11.579999923706,0.4802571166,0.1058,0.0577,0.7404,0.0865,0.0,40941198.0,8723.0,7462.0,16709.0,2017.0,63508.0,16920.0,38760.0,11397.0,0.7906137184,0.3779,20500.0,0.6953068592,44393.0,Saint Peter's University,
0.7303,537.0,505.0,51823.0,162.0,0.4389,19.0,0.9768076398,7.09000015258789,0.2679355783,0.0105,0.0105,0.7579,0.0105,0.0,136885605.0,7806.0,10468.0,14294.0,1383.0,54143.0,12954.0,38741.0,22536.0,0.3847203274,0.6757,27000.0,0.9549795362,46165.0,Saint Vincent College,
0.8479,,500.0,40895.0,648.0,0.6307,21.0,0.8433098592,7.51000022888183,0.493877551,0.072,0.048,0.712,0.04,0.0,34523423.0,7858.0,6629.0,15398.0,3087.0,69054.0,11640.0,35060.0,13326.0,0.7153755869,0.8419,22223.0,0.8603286385,48646.0,Saint Xavier University,
0.9019,547.0,,37195.0,132.0,0.9798,23.0,0.743902439,7.57999992370605,0.3273137698,0.0556,0.0278,0.8889,0.0278,0.0,67245955.0,5923.0,9596.0,12601.0,346.0,59058.0,12300.0,31016.0,10492.0,0.6910569106,0.5244,26649.0,0.912601626,38578.0,Salem College,
0.9001,,,25446.0,1576.0,0.6577,22.0,0.7585815603,7.0,0.4025974026,0.1156,0.051,0.7653,0.051,0.0,32670896.0,9441.0,8213.0,9818.0,5046.0,71187.0,14590.0,18480.0,17497.0,0.5594326241,0.5847,25000.0,0.9188652482,48959.0,Salem State University,
,,,24493.0,209.0,0.5294,30.0,0.2920143027,11.579999923706,0.5395683453,0.0968,0.0,0.871,0.0323,0.0,,3571.0,2157.0,14552.0,782.0,51416.0,8400.0,13390.0,18446.0,0.8009535161,0.6722,24694.0,0.9308700834,29076.0,Salem University,
0.8646,,,25092.0,875.0,0.5583,21.0,0.8721005155,5.23000001907348,0.2917236662,0.1056,0.0472,0.7708,0.0247,0.0,100837695.0,8653.0,8481.0,6803.0,6455.0,77177.0,12500.0,20458.0,18706.0,0.4529639175,0.4273,21000.0,0.9023840206,50417.0,Salisbury University,
,,,,1186.0,,25.0,,8.14999961853027,0.2222222222,0.1028,0.0561,0.785,0.0187,0.0,57407928.0,8708.0,11790.0,22484.0,,63421.0,,,,,,,,,Salus University,
0.7343,,,62243.0,679.0,0.679,19.0,0.9684638861,4.59999990463256,0.1858500528,0.0333,0.0333,0.8833,0.0333,0.0,81633000.0,8906.0,8855.0,19363.0,2140.0,81126.0,15870.0,44200.0,34293.0,0.3163784334,0.7335,27000.0,0.982706002,50726.0,Salve Regina University,
0.9658,510.0,,23209.0,3324.0,0.6378,22.0,0.7972392239,9.5,0.4140865737,0.089,0.0463,0.7295,0.0759,0.0047,163021390.0,8061.0,7145.0,9555.0,18288.0,63900.0,10406.0,18752.0,15446.0,0.6625862743,0.4898,21983.0,0.8421669488,44142.0,Sam Houston State University,
0.8387,580.0,555.0,51314.0,2151.0,0.667,21.0,0.8714953271,7.09999990463257,0.1380552221,0.0275,0.0714,0.8462,0.0137,0.0055,368437572.0,9220.0,14292.0,20237.0,3604.0,69602.0,11260.0,35360.0,30716.0,0.3130841121,0.3093,19500.0,0.910046729,46461.0,Samford University,
,,,,1320.0,0.7932,29.0,0.2010771993,6.6100001335144,0.3201581028,0.0934,0.0714,0.6978,0.022,0.0055,30926479.0,11127.0,22037.0,34383.0,677.0,83323.0,,,,0.1956912029,0.572,20825.0,,131716.0,Samuel Merritt University,
0.527,,465.0,47504.0,13.0,0.5502,26.0,0.5268065268,8.28999996185302,0.4083769634,0.0909,0.0,0.8182,0.0909,0.0,667950.0,6874.0,7327.0,19047.0,438.0,66943.0,12970.0,34310.0,34359.0,0.6736596737,0.5139,24941.0,0.8508158508,34515.0,San Diego Christian College,
0.379,,,16194.0,5163.0,0.5688,22.0,0.7375604514,9.47999954223632,0.4119461928,0.127,0.04,0.582,0.1168,0.0092,418056006.0,10936.0,7190.0,6662.0,30991.0,68953.0,19330.0,20016.0,6488.0,0.7023105857,0.1966,15000.0,0.5983879635,51614.0,San Diego State University,
,,,,28.0,0.5385,21.0,0.8269230769,8.77999973297119,,0.0,0.0714,0.7143,0.2143,0.0,3983198.0,9284.0,49782.0,42361.0,26.0,72969.0,,,,0.5705128205,0.1923,24250.0,,28857.0,San Francisco Art Institute,
0.4645,,,69637.0,214.0,0.4079,21.0,,6.21999979019165,,0.0323,0.0645,0.8387,0.0323,0.0,55862000.0,14965.0,30654.0,22541.0,228.0,74879.0,19700.0,50800.0,33949.0,0.6101694915,0.2757,27000.0,,24413.0,San Francisco Conservatory of Music,
0.9292,,,23297.0,3475.0,0.5536,22.0,0.7297830375,7.82999992370605,0.4820712432,0.2408,0.0392,0.538,0.0645,0.0127,181666299.0,10761.0,8087.0,5167.0,22563.0,77495.0,15950.0,19184.0,12590.0,0.7633136095,0.2295,15371.0,0.6043392505,52032.0,San Francisco State University,
,,,,161.0,,,,,,0.0,0.0,0.7143,0.2857,0.0,952219.0,9933.0,7645.0,25986.0,,,,,,,,,,,San Joaquin College of Law,
